,INCOME,SEX,MARITAL.STATUS,AGE,EDUCATION,OCCUPATION,AREA,DUAL.INCOMES,HOUSEHOLD.SIZE,UNDER18,HOUSEHOLDER,HOME.TYPE,ETHNIC.CLASS,LANGUAGE
233,[50.000-75.000),M,Married,45-54,Grad Study,Professional/Managerial,10+ years,Not Married,Three,,Own,House,Black,English
234,[25.000-30.000),M,Single,25-34,Grad Study,Professional/Managerial,10+ years,Not Married,Two,,Rent,Apartment,White,English
235,[40.000-50.000),M,Married,45-54,Graduated High Scool,Retired,10+ years,Yes,Three,,Own,House,White,English
236,[75.000-,F,Married,65+,1 to 3 years of college,Retired,10+ years,No,Three,,Own,House,White,English
237,[75.000-,M,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Three,One,Own,House,White,English
238,[25.000-30.000),M,Married,65+,College graduate,Retired,10+ years,No,Two,,Own,House,White,English
239,[30.000-40.000),F,Divorced,55-64,Graduated High Scool,Clerical/Service Worker,,Not Married,One,,Own,Other,White,English
240,[50.000-75.000),M,Married,55-64,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Three,One,Own,House,White,English
241,[75.000-,M,Married,35-44,College graduate,Sales Worker,10+ years,Yes,Four,Two,Own,House,White,English
242,[75.000-,M,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
243,[50.000-75.000),M,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,White,English
244,[75.000-,M,Married,25-34,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,House,American Indian,English
245,[20.000-25.000),M,Together,18-24,Graduated High Scool,Factory Worker/Laborer/Driver,1-3 years,Not Married,Four,,Rent,Apartment,White,English
246,[75.000-,M,Married,35-44,College graduate,Professional/Managerial,10+ years,Yes,Four,One,Own,House,White,English
247,[40.000-50.000),M,Married,55-64,College graduate,Retired,10+ years,Yes,Four,,Own,House,White,English
248,[40.000-50.000),F,Married,25-34,Graduated High Scool,Professional/Managerial,4-6 years,No,Four,Two,Rent,Apartment,White,English
249,[50.000-75.000),M,Married,25-34,1 to 3 years of college,Professional/Managerial,7-10 years,Yes,Four,Two,Own,House,White,English
250,[50.000-75.000),M,Married,45-54,1 to 3 years of college,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
251,-10.000),M,Divorced,35-44,Grad Study,Unemployed,4-6 years,Not Married,One,,Rent,House,White,English
252,[10.000-15.000),M,Divorced,65+,Grades 9 to 11,Retired,10+ years,Not Married,One,,Own,House,White,English
253,[20.000-25.000),F,Divorced,45-54,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,,,Own,House,Hispanic,English
254,[30.000-40.000),M,Married,65+,Graduated High Scool,Retired,10+ years,No,Two,,Own,House,White,English
255,[15.000-20.000),F,Single,18-24,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Six,One,Family,House,White,English
256,[20.000-25.000),M,Married,65+,1 to 3 years of college,Retired,,No,Two,,Own,Condominium,White,English
257,[20.000-25.000),F,Widowed,65+,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,One,,Own,House,White,English
258,[25.000-30.000),M,Single,18-24,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Rent,House,White,English
259,[10.000-15.000),F,Widowed,35-44,Graduated High Scool,Clerical/Service Worker,,Not Married,Five,Three,Rent,Apartment,White,English
260,[30.000-40.000),F,Divorced,55-64,1 to 3 years of college,Homemaker,10+ years,Not Married,Four,,Own,House,White,English
261,[30.000-40.000),F,Married,25-34,1 to 3 years of college,Sales Worker,10+ years,Yes,Three,One,Rent,Apartment,White,English
262,[50.000-75.000),F,Divorced,35-44,Grad Study,Professional/Managerial,10+ years,Not Married,One,,Own,Condominium,White,English
263,[30.000-40.000),M,Married,25-34,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Yes,Four,Two,Rent,Other,White,English
264,-10.000),F,Single,65+,Grad Study,Retired,10+ years,Not Married,Two,,Own,House,White,English
265,[50.000-75.000),F,Married,45-54,1 to 3 years of college,Homemaker,10+ years,Yes,Five,One,Own,House,White,English
266,[40.000-50.000),F,Married,45-54,1 to 3 years of college,Homemaker,7-10 years,Yes,Four,Two,Rent,Condominium,Black,English
267,[25.000-30.000),F,Married,25-34,1 to 3 years of college,Homemaker,7-10 years,No,Five,,Rent,House,White,English
268,[75.000-,F,Married,35-44,College graduate,Sales Worker,10+ years,Yes,Four,One,Own,House,White,English
269,[30.000-40.000),F,Single,25-34,College graduate,Professional/Managerial,10+ years,Not Married,One,,Rent,Condominium,White,English
270,[20.000-25.000),F,Married,55-64,1 to 3 years of college,Retired,10+ years,No,Three,,Own,House,White,English
271,[50.000-75.000),F,Married,25-34,College graduate,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,White,English
272,[20.000-25.000),F,Divorced,45-54,1 to 3 years of college,Sales Worker,,Not Married,One,,Rent,,White,English
273,[15.000-20.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,,Family,House,White,English
274,[40.000-50.000),M,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,No,Four,Two,Own,House,White,English
275,[50.000-75.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,,,Family,House,White,English
276,[30.000-40.000),M,Married,65+,1 to 3 years of college,Retired,10+ years,No,,,Own,House,White,English
277,[50.000-75.000),F,Married,65+,Grad Study,Retired,,No,Two,,Own,Condominium,White,English
278,[75.000-,F,Married,25-34,College graduate,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,Other,Other
279,[75.000-,M,Single,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Three,,Family,House,White,English
280,[75.000-,M,Single,18-24,Grades 9 to 11,Clerical/Service Worker,1-3 years,Not Married,Four,,Family,House,White,English
281,-10.000),M,Single,18-24,Grades 9 to 11,"Student, HS or College",1-3 years,Not Married,Four,,Family,House,White,English
282,[50.000-75.000),M,Single,25-34,College graduate,Professional/Managerial,10+ years,Not Married,Two,,Own,House,White,English
283,[50.000-75.000),M,Married,25-34,College graduate,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
284,-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",4-6 years,Not Married,Five,Two,Own,House,White,English
285,[25.000-30.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",7-10 years,Not Married,Three,,Rent,House,White,English
286,-10.000),M,Single,18-24,Graduated High Scool,Military,4-6 years,Not Married,,,Family,House,White,English
287,[75.000-,F,Married,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
288,[20.000-25.000),F,Married,55-64,College graduate,Military,10+ years,No,Two,,Own,House,White,English
289,[15.000-20.000),M,Single,45-54,College graduate,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
290,[75.000-,M,Married,45-54,Grad Study,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
291,-10.000),F,Widowed,65+,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,,,Own,House,White,English
292,[40.000-50.000),M,Married,65+,College graduate,Retired,10+ years,No,Two,,Own,House,White,English
293,-10.000),M,Single,14-17,Grades 9 to 11,Sales Worker,7-10 years,Not Married,Four,Two,Family,House,White,Other
294,-10.000),M,Single,14-17,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,White,English
295,[40.000-50.000),F,Together,25-34,Grades 9 to 11,Clerical/Service Worker,10+ years,Not Married,Two,,Own,Condominium,White,English
296,[25.000-30.000),F,Married,55-64,Graduated High Scool,Homemaker,,No,Two,,Own,House,White,English
297,[50.000-75.000),M,Single,25-34,1 to 3 years of college,Professional/Managerial,4-6 years,Not Married,One,,Own,House,White,English
298,[30.000-40.000),F,Divorced,45-54,1 to 3 years of college,,10+ years,Not Married,One,,Own,,White,English
299,[30.000-40.000),F,Together,25-34,College graduate,Professional/Managerial,10+ years,Not Married,Two,,Own,House,White,English
300,[50.000-75.000),F,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
301,[50.000-75.000),M,Married,45-54,1 to 3 years of college,Professional/Managerial,10+ years,No,Three,,Own,House,American Indian,English
302,[50.000-75.000),M,Married,55-64,Grad Study,Retired,10+ years,No,Two,,Own,Other,White,English
303,[25.000-30.000),F,Single,65+,Grad Study,Retired,10+ years,Not Married,Two,,Own,House,White,
304,[10.000-15.000),M,Single,25-34,Grad Study,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
305,-10.000),F,Single,25-34,1 to 3 years of college,Retired,10+ years,Not Married,One,,Rent,Other,Hispanic,English
306,[15.000-20.000),F,Divorced,25-34,College graduate,Professional/Managerial,10+ years,Not Married,Two,,Rent,Apartment,White,English
307,[25.000-30.000),F,Single,25-34,College graduate,Sales Worker,10+ years,Not Married,One,,Rent,Apartment,White,English
308,[40.000-50.000),M,Married,55-64,1 to 3 years of college,Sales Worker,10+ years,Yes,Two,,Own,House,White,
309,[15.000-20.000),M,Single,25-34,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,One,,Rent,Apartment,White,English
310,[50.000-75.000),F,Single,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Two,,Own,House,White,English
311,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,,Three,Family,House,American Indian,English
312,-10.000),F,Single,14-17,Graduated High Scool,"Student, HS or College",1-3 years,Not Married,Four,Two,Family,House,White,English
313,[50.000-75.000),F,Married,25-34,College graduate,Clerical/Service Worker,10+ years,Yes,Two,,Own,House,White,English
314,[50.000-75.000),F,Married,55-64,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
315,[50.000-75.000),F,Married,55-64,1 to 3 years of college,Homemaker,10+ years,No,Four,,Own,House,White,English
316,[50.000-75.000),F,Married,35-44,College graduate,Professional/Managerial,7-10 years,Yes,Four,Two,Own,House,White,English
317,[30.000-40.000),F,Single,25-34,1 to 3 years of college,Professional/Managerial,,Not Married,Three,,Own,House,White,English
318,[50.000-75.000),M,Divorced,45-54,Grad Study,Professional/Managerial,10+ years,Not Married,,One,Own,House,White,English
319,[75.000-,M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,,Own,House,White,English
320,[50.000-75.000),M,Married,45-54,College graduate,Professional/Managerial,,Yes,Four,Two,Own,House,Asian,English
321,[30.000-40.000),F,Divorced,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
322,[30.000-40.000),M,Married,25-34,Grad Study,Professional/Managerial,1-3 years,Yes,Two,,Rent,Apartment,White,English
323,[30.000-40.000),F,Married,18-24,Graduated High Scool,"Student, HS or College",-1 year,No,Two,,Rent,Apartment,White,English
324,[50.000-75.000),M,Single,35-44,Grad Study,Professional/Managerial,7-10 years,Not Married,One,,Own,Other,White,English
325,[30.000-40.000),F,Divorced,45-54,Grad Study,Clerical/Service Worker,10+ years,Not Married,One,,Rent,,White,English
326,[50.000-75.000),M,Together,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Rent,Apartment,White,English
327,[30.000-40.000),M,Married,25-34,Grad Study,Professional/Managerial,1-3 years,No,Two,,Rent,House,Asian,Other
328,[10.000-15.000),F,Single,25-34,Grad Study,Clerical/Service Worker,10+ years,Not Married,Two,,Rent,House,Asian,English
329,[50.000-75.000),F,Single,18-24,1 to 3 years of college,Homemaker,10+ years,Not Married,Five,,Family,House,White,English
330,-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,Hispanic,English
331,[50.000-75.000),F,Married,25-34,Graduated High Scool,Clerical/Service Worker,10+ years,Yes,Four,Two,Own,House,White,English
332,[75.000-,F,Married,35-44,Grad Study,Professional/Managerial,,Yes,Four,Two,Own,House,White,English
333,-10.000),M,Together,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Two,,,Apartment,Hispanic,English
334,-10.000),F,Together,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Two,,Rent,Apartment,White,English
335,[50.000-75.000),F,Married,35-44,1 to 3 years of college,Homemaker,10+ years,No,Four,Two,Own,House,White,English
336,[10.000-15.000),M,Single,18-24,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,Three,,Family,House,White,English
337,[75.000-,M,Married,35-44,Graduated High Scool,Professional/Managerial,10+ years,No,Two,,Own,,White,English
338,[10.000-15.000),F,Together,18-24,1 to 3 years of college,Homemaker,10+ years,Not Married,Three,One,Rent,House,White,English
339,[40.000-50.000),F,Divorced,65+,College graduate,Clerical/Service Worker,10+ years,Not Married,One,,Own,,White,English
340,[20.000-25.000),F,Single,25-34,Grad Study,Unemployed,10+ years,Not Married,One,,Rent,Apartment,White,English
341,[10.000-15.000),M,Single,14-17,Grades 9 to 11,Sales Worker,,Not Married,,,Family,House,White,English
342,-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,White,English
343,[10.000-15.000),F,Married,18-24,Graduated High Scool,Homemaker,1-3 years,No,Four,Two,Rent,Apartment,White,English
344,[10.000-15.000),F,Divorced,25-34,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Five,Four,Rent,Apartment,White,English
345,-10.000),F,Single,35-44,Graduated High Scool,Sales Worker,1-3 years,Not Married,Three,Two,Rent,Apartment,White,English
346,[30.000-40.000),F,Married,35-44,1 to 3 years of college,Homemaker,10+ years,No,Three,One,Own,House,White,English
347,[15.000-20.000),M,Married,55-64,Grade 8 or less,Factory Worker/Laborer/Driver,10+ years,No,Four,One,Own,House,Black,English
348,-10.000),F,Single,18-24,Grades 9 to 11,Unemployed,-1 year,Not Married,Nine or more,Three,Rent,Apartment,White,English
349,-10.000),M,Single,55-64,1 to 3 years of college,Retired,10+ years,Not Married,One,,Rent,Apartment,White,English
350,[40.000-50.000),M,Divorced,55-64,College graduate,Military,10+ years,Not Married,,,Rent,,White,English
351,-10.000),F,Single,18-24,College graduate,"Student, HS or College",10+ years,Not Married,Two,,Rent,House,White,English
352,-10.000),F,Divorced,25-34,1 to 3 years of college,"Student, HS or College",7-10 years,Not Married,Three,Two,Rent,Apartment,White,English
353,-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",,Not Married,Three,,Family,House,American Indian,English
354,[20.000-25.000),F,Married,18-24,College graduate,Professional/Managerial,4-6 years,Yes,Two,,Rent,Apartment,White,English
355,[20.000-25.000),M,Married,18-24,1 to 3 years of college,Factory Worker/Laborer/Driver,4-6 years,Yes,Two,,Rent,Apartment,White,English
356,-10.000),F,Widowed,65+,Grades 9 to 11,Homemaker,,Not Married,,,,Apartment,White,English
357,[20.000-25.000),F,Married,18-24,1 to 3 years of college,"Student, HS or College",1-3 years,No,Two,,Rent,Apartment,White,English
358,[40.000-50.000),F,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Three,One,Own,House,White,English
359,[50.000-75.000),F,Married,55-64,College graduate,Retired,10+ years,No,Two,,Own,House,White,English
360,[50.000-75.000),M,Married,65+,Graduated High Scool,Retired,10+ years,No,Two,,Own,House,White,English
361,[20.000-25.000),M,Together,25-34,College graduate,Clerical/Service Worker,-1 year,Not Married,Six,Four,Rent,House,White,English
362,[50.000-75.000),M,Married,65+,College graduate,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
363,[40.000-50.000),M,Divorced,25-34,College graduate,Professional/Managerial,7-10 years,Not Married,One,,Own,House,White,English
364,[30.000-40.000),F,Married,35-44,1 to 3 years of college,Homemaker,10+ years,Yes,Five,Three,Own,House,Asian,English
365,[30.000-40.000),F,Widowed,55-64,Grad Study,Retired,10+ years,Not Married,One,,Own,,White,English
366,[30.000-40.000),M,Married,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Rent,Apartment,White,English
367,[75.000-,M,Married,35-44,Grad Study,Professional/Managerial,10+ years,No,Four,Two,Own,House,White,English
368,[30.000-40.000),M,Married,45-54,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,No,Two,,Own,House,White,English
369,[75.000-,M,Married,45-54,1 to 3 years of college,Professional/Managerial,10+ years,No,,,Own,House,American Indian,English
370,[40.000-50.000),F,Married,25-34,College graduate,Sales Worker,7-10 years,Yes,Four,Two,Own,Condominium,Black,English
371,[75.000-,F,Married,35-44,1 to 3 years of college,Professional/Managerial,4-6 years,Yes,Two,,Own,House,White,English
372,[75.000-,M,Married,35-44,1 to 3 years of college,Professional/Managerial,,No,Three,One,Own,House,White,English
